日期,季节,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2015-03-14,春,127,轻度污染,97,119,83,1.9,40,42
2015-03-15,春,135,轻度污染,103,198,73,1.7,26,93
2015-03-16,春,257,重度污染,207,295,85,2.0,33,67
2015-03-17,春,233,重度污染,183,222,57,1.7,16,102
2015-03-18,春,69,良,47,89,50,0.8,12,82
2015-03-19,春,127,轻度污染,81,203,69,1.1,11,72
2015-03-20,春,124,轻度污染,44,199,46,0.5,6,98
2015-03-21,春,77,良,19,103,28,0.3,4,87
2015-03-22,春,77,良,20,104,21,0.3,4,87
2015-03-23,春,67,良,34,84,43,0.7,7,89
2015-03-24,春,102,轻度污染,77,122,68,1.8,29,88
2015-03-25,春,161,中度污染,123,158,79,1.8,41,107
2015-03-26,春,138,轻度污染,105,155,56,1.0,21,138
2015-03-27,春,138,轻度污染,83,115,55,0.8,18,128
2015-03-28,春,163,中度污染,64,277,33,0.5,8,109
2015-03-29,春,166,中度污染,75,282,67,1.1,17,111
2015-03-30,春,197,中度污染,148,338,63,1.4,29,129
2015-03-31,春,202,重度污染,152,191,54,2.3,21,107
2015-04-01,春,80,良,59,78,49,0.7,5,79
2015-04-02,春,50,优,35,19,26,0.7,4,88
2015-04-03,春,62,良,28,40,27,0.6,4,114
2015-04-04,春,84,良,62,75,36,0.6,5,134
2015-04-05,春,74,良,53,99,30,0.5,3,104
2015-04-06,春,38,优,20,32,14,0.3,2,76
2015-04-07,春,45,优,23,39,23,0.3,4,89
2015-04-08,春,126,轻度污染,96,123,49,0.8,12,99
2015-04-09,春,212,重度污染,162,190,59,1.2,17,120
2015-04-10,春,200,中度污染,150,186,62,1.1,9,126
2015-04-11,春,188,中度污染,141,77,46,1.7,16,130
2015-04-12,春,44,优,12,26,12,0.3,2,87
2015-04-13,春,67,良,26,39,22,0.4,3,120
2015-04-14,春,74,良,54,84,54,0.7,5,114
2015-04-15,春,168,中度污染,109,286,70,0.9,14,101
2015-04-16,春,91,良,26,132,13,0.2,3,95
2015-04-17,春,112,轻度污染,67,173,55,0.7,16,100
2015-04-18,春,182,中度污染,138,273,89,1.5,27,99
2015-04-19,春,91,良,60,133,30,0.6,6,100
2015-04-20,春,90,良,67,112,43,0.8,7,127
2015-04-21,春,90,良,63,129,44,0.6,8,111
2015-04-22,春,84,良,43,100,49,0.6,8,141
2015-04-23,春,79,良,54,108,49,0.6,11,115
2015-04-24,春,103,轻度污染,52,155,47,0.6,7,139
2015-04-25,春,115,轻度污染,72,158,64,0.8,12,177
2015-04-26,春,161,中度污染,98,182,53,1.0,20,226
2015-04-27,春,114,轻度污染,81,134,46,0.9,12,175
2015-04-28,春,78,良,43,68,39,0.7,5,134
2015-04-29,春,150,轻度污染,115,136,48,1.3,11,196
2015-04-30,春,149,轻度污染,114,146,43,1.1,11,209
2015-05-01,春,165,中度污染,125,141,45,1.1,13,171
2015-05-02,春,88,良,45,68,30,0.6,3,145
2015-05-03,春,72,良,40,94,24,0.4,2,113
2015-05-04,春,66,良,23,65,20,0.3,4,119
2015-05-05,春,72,良,43,94,37,0.5,7,114
2015-05-06,春,60,良,19,70,24,0.3,3,100
2015-05-07,春,89,良,42,129,37,0.6,6,119
2015-05-08,春,83,良,52,115,37,1.0,11,119
2015-05-09,春,55,良,39,52,33,1.0,7,100
2015-05-10,春,49,优,34,35,46,1.3,4,46
2015-05-11,春,42,优,24,20,30,0.8,2,84
2015-05-12,春,54,良,19,44,41,0.5,2,105
2015-05-13,春,98,良,57,133,66,0.8,4,158
2015-05-14,春,57,良,20,62,29,0.3,5,108
2015-05-15,春,67,良,23,47,26,0.4,3,120
2015-05-16,春,116,轻度污染,46,96,43,0.7,8,178
2015-05-17,春,166,中度污染,126,182,43,1.2,15,165
2015-05-18,春,75,良,55,93,33,0.5,3,105
2015-05-19,春,49,优,11,49,16,0.3,2,93
2015-05-20,春,63,良,16,37,22,0.3,2,116
2015-05-21,春,91,良,33,84,43,0.5,6,149
2015-05-22,春,137,轻度污染,52,89,41,0.8,12,201
2015-05-23,春,179,中度污染,95,139,53,1.0,16,244
2015-05-24,春,178,中度污染,115,164,56,1.2,16,243
2015-05-25,春,203,重度污染,101,166,47,1.2,24,281
2015-05-26,春,191,中度污染,87,149,38,0.9,19,256
2015-05-27,春,160,中度污染,92,141,33,0.9,11,225
2015-05-28,春,151,中度污染,116,151,36,1.2,23,197
2015-05-29,春,104,轻度污染,61,94,42,0.8,5,164
2015-05-30,春,136,轻度污染,54,90,39,0.8,6,200
2015-05-31,春,153,中度污染,55,102,44,0.9,15,218
2015-06-01,夏,159,中度污染,88,166,46,1.0,14,224
2015-06-02,夏,103,轻度污染,30,63,26,0.5,4,163
2015-06-03,夏,75,良,32,101,36,0.5,6,128
2015-06-04,夏,70,良,51,90,55,3.4,7,96
2015-06-05,夏,68,良,49,52,45,6.8,5,65
2015-06-06,夏,79,良,25,62,32,5.0,3,135
2015-06-07,夏,43,优,14,32,30,2.6,4,86
2015-06-08,夏,69,良,18,35,35,0.5,4,123
2015-06-09,夏,134,轻度污染,49,87,49,1.1,15,197
2015-06-10,夏,100,良,75,74,34,1.1,4,154
2015-06-11,夏,48,优,20,25,21,0.6,3,96
2015-06-12,夏,44,优,8,22,22,0.4,3,87
2015-06-13,夏,65,良,11,27,18,0.4,3,118
2015-06-14,夏,98,良,19,37,29,0.5,3,158
2015-06-15,夏,166,中度污染,85,121,40,1.2,15,231
2015-06-16,夏,177,中度污染,104,144,50,1.2,12,242
2015-06-17,夏,126,轻度污染,42,67,36,0.8,3,189
2015-06-18,夏,53,良,19,32,28,0.5,2,103
2015-06-19,夏,35,优,14,33,24,0.5,2,70
2015-06-20,夏,103,轻度污染,23,39,37,0.6,2,163
2015-06-21,夏,137,轻度污染,41,73,39,0.6,5,201
2015-06-22,夏,163,中度污染,90,117,38,1.1,16,228
2015-06-23,夏,231,重度污染,181,178,39,1.7,15,238
2015-06-24,夏,159,中度污染,121,123,43,1.1,9,190
2015-06-25,夏,164,中度污染,125,111,51,1.0,6,128
2015-06-26,夏,139,轻度污染,106,23,24,0.9,2,200
2015-06-27,夏,120,轻度污染,89,51,32,0.8,4,182
2015-06-28,夏,197,中度污染,148,57,34,1.2,8,219
2015-06-29,夏,154,中度污染,118,39,42,1.1,5,178
2015-06-30,夏,52,良,15,20,27,0.4,2,102
2015-07-01,夏,41,优,18,38,34,0.4,3,82
2015-07-02,夏,46,优,8,20,28,0.3,4,92
2015-07-03,夏,116,轻度污染,24,60,34,0.9,11,178
2015-07-04,夏,92,良,33,59,45,0.7,6,150
2015-07-05,夏,160,中度污染,62,71,36,1.0,9,225
2015-07-06,夏,156,中度污染,69,76,33,1.1,10,221
2015-07-07,夏,160,中度污染,67,86,32,0.9,7,225
2015-07-08,夏,175,中度污染,125,132,35,1.1,8,240
2015-07-09,夏,172,中度污染,72,92,37,0.8,11,237
2015-07-10,夏,145,轻度污染,50,82,32,0.7,9,210
2015-07-11,夏,181,中度污染,103,126,35,1.1,10,246
2015-07-12,夏,200,中度污染,108,158,46,0.9,5,267
2015-07-13,夏,176,中度污染,49,84,43,0.6,3,241
2015-07-14,夏,147,轻度污染,35,65,30,0.6,4,212
2015-07-15,夏,85,良,34,62,47,0.6,3,142
2015-07-16,夏,54,良,37,47,29,0.7,2,105
2015-07-17,夏,50,优,35,43,32,0.8,2,91
2015-07-18,夏,78,良,47,30,26,0.8,2,134
2015-07-19,夏,89,良,66,33,32,0.9,2,124
2015-07-20,夏,118,轻度污染,89,144,33,0.9,2,142
2015-07-21,夏,176,中度污染,133,0,33,1.1,2,151
2015-07-22,夏,110,轻度污染,62,55,35,0.7,2,171
2015-07-23,夏,70,良,41,54,48,0.8,2,123
2015-07-24,夏,138,轻度污染,50,77,46,0.9,2,201
2015-07-25,夏,158,中度污染,90,108,38,1.0,3,223
2015-07-26,夏,151,中度污染,104,123,33,1.0,4,216
2015-07-27,夏,130,轻度污染,75,133,33,0.9,3,192
2015-07-28,夏,109,轻度污染,52,76,30,0.8,2,169
2015-07-29,夏,138,轻度污染,86,55,35,0.9,2,201
2015-07-30,夏,75,良,44,52,28,0.9,2,129
2015-07-31,夏,85,良,26,41,26,0.7,2,142
2015-08-01,夏,90,良,67,72,47,1.3,3,100
2015-08-02,夏,102,轻度污染,74,88,27,1.2,2,162
2015-08-03,夏,82,良,60,33,33,1.1,4,101
2015-08-04,夏,110,轻度污染,21,54,32,0.5,4,171
2015-08-05,夏,127,轻度污染,64,102,40,1.0,3,189
2015-08-06,夏,119,轻度污染,58,95,31,0.8,2,180
2015-08-07,夏,119,轻度污染,90,0,33,1.1,4,167
2015-08-08,夏,110,轻度污染,40,72,34,0.7,3,171
2015-08-09,夏,152,中度污染,53,85,37,0.8,3,217
2015-08-10,夏,112,轻度污染,42,80,38,0.7,2,173
2015-08-11,夏,175,中度污染,91,128,36,1.4,6,240
2015-08-12,夏,161,中度污染,81,129,36,1.0,4,226
2015-08-13,夏,202,重度污染,120,160,41,1.3,7,275
2015-08-14,夏,119,轻度污染,58,95,35,0.8,4,180
2015-08-15,夏,80,良,22,54,36,0.6,3,135
2015-08-16,夏,201,重度污染,38,89,40,0.7,6,270
2015-08-17,夏,145,轻度污染,80,161,40,1.0,8,209
2015-08-18,夏,90,良,48,82,34,0.8,3,147
2015-08-19,夏,97,良,51,65,38,0.8,2,156
2015-08-20,夏,100,良,33,51,26,0.6,2,160
2015-08-21,夏,94,良,14,37,25,0.4,2,152
2015-08-22,夏,56,良,17,38,20,0.6,4,107
2015-08-23,夏,53,良,21,33,23,0.8,4,103
2015-08-24,夏,55,良,13,28,22,0.5,2,106
2015-08-25,夏,50,优,14,27,23,0.5,2,99
2015-08-26,夏,61,良,12,27,23,0.4,2,113
2015-08-27,夏,60,良,12,26,25,0.4,2,111
2015-08-28,夏,70,良,16,38,24,0.5,3,124
2015-08-29,夏,118,轻度污染,28,48,21,0.6,2,179
2015-08-30,夏,74,良,28,32,25,0.9,2,128
2015-08-31,夏,37,优,25,29,25,0.7,2,73
2015-09-01,秋,34,优,11,20,20,0.5,2,67
2015-09-02,秋,44,优,10,19,20,0.4,2,87
2015-09-03,秋,74,良,15,30,19,0.5,2,128
2015-09-04,秋,64,良,46,0,26,1.5,3,101
2015-09-05,秋,44,优,18,20,23,0.7,2,88
2015-09-06,秋,63,良,17,34,30,0.5,2,115
2015-09-07,秋,84,良,25,44,38,0.7,3,140
2015-09-08,秋,104,轻度污染,52,82,53,0.9,6,164
2015-09-09,秋,50,优,32,50,40,0.7,3,94
2015-09-10,秋,37,优,8,14,29,0.4,2,41
2015-09-11,秋,35,优,9,16,26,0.4,2,69
2015-09-12,秋,34,优,9,24,27,0.4,2,68
2015-09-13,秋,57,良,20,51,45,0.6,3,105
2015-09-14,秋,89,良,66,105,58,0.9,10,145
2015-09-15,秋,140,轻度污染,105,134,62,1.2,13,204
2015-09-16,秋,169,中度污染,128,152,62,1.2,8,180
2015-09-17,秋,201,重度污染,151,166,69,1.3,10,181
2015-09-18,秋,102,轻度污染,76,77,49,0.9,3,110
2015-09-19,秋,69,良,23,51,55,0.6,3,95
2015-09-20,秋,114,轻度污染,86,112,51,1.0,9,146
2015-09-21,秋,133,轻度污染,101,134,67,1.3,17,176
2015-09-22,秋,179,中度污染,135,0,60,1.5,10,108
2015-09-23,秋,57,良,32,60,45,0.7,2,98
2015-09-24,秋,124,轻度污染,94,102,53,1.2,4,121
2015-09-25,秋,49,优,22,44,39,0.6,3,82
2015-09-26,秋,74,良,34,72,48,0.7,7,128
2015-09-27,秋,73,良,48,85,58,0.7,3,113
2015-09-28,秋,68,良,49,62,46,1.3,4,59
2015-09-29,秋,62,良,44,0,45,1.1,3,20
2015-09-30,秋,48,优,30,0,38,0.7,3,48
2015-10-01,秋,33,优,14,29,25,0.3,2,65
2015-10-02,秋,59,良,30,68,47,0.6,3,88
2015-10-03,秋,62,良,28,69,49,0.7,4,85
2015-10-04,秋,149,轻度污染,114,155,77,1.3,10,125
2015-10-05,秋,272,重度污染,222,244,80,1.7,9,180
2015-10-06,秋,343,严重污染,293,327,84,2.0,7,200
2015-10-07,秋,310,严重污染,260,83,76,1.8,8,128
2015-10-08,秋,35,优,11,28,23,0.3,2,70
2015-10-09,秋,39,优,16,39,29,0.4,3,64
2015-10-10,秋,27,优,8,23,17,0.3,2,54
2015-10-11,秋,37,优,10,25,21,0.3,2,73
2015-10-12,秋,60,良,18,47,48,0.5,3,70
2015-10-13,秋,84,良,35,73,67,0.8,6,68
2015-10-14,秋,135,轻度污染,103,147,96,2.0,16,66
2015-10-15,秋,143,轻度污染,109,147,91,1.4,9,123
2015-10-16,秋,253,重度污染,203,236,111,2.1,13,159
2015-10-17,秋,344,严重污染,294,0,119,2.5,13,97
2015-10-18,秋,64,良,46,68,41,0.8,7,50
2015-10-19,秋,78,良,57,103,61,0.9,6,46
2015-10-20,秋,99,良,74,113,65,1.4,9,15
2015-10-21,秋,70,良,51,77,41,0.9,2,28
2015-10-22,秋,54,良,29,49,43,0.7,2,25
2015-10-23,秋,74,良,54,77,53,0.9,3,45
2015-10-24,秋,75,良,55,76,53,1.0,6,51
2015-10-25,秋,74,良,37,84,59,0.9,10,23
2015-10-26,秋,63,良,28,75,29,0.5,2,51
2015-10-27,秋,48,优,15,48,37,0.5,3,52
2015-10-28,秋,30,优,8,20,24,0.3,3,57
2015-10-29,秋,30,优,7,22,20,0.3,3,59
2015-10-30,秋,58,良,25,52,46,0.7,4,44
2015-10-31,秋,73,良,43,70,58,0.8,5,42
2015-11-01,秋,98,良,72,106,78,1.0,7,39
2015-11-02,秋,102,轻度污染,76,116,78,1.4,8,44
2015-11-03,秋,199,中度污染,149,181,90,1.9,16,63
2015-11-04,秋,260,重度污染,210,0,108,2.0,15,29
2015-11-05,秋,144,轻度污染,110,0,53,1.0,6,26
2015-11-06,秋,37,优,20,9,29,0.5,2,38
2015-11-07,秋,37,优,19,0,29,0.5,2,41
2015-11-08,秋,82,良,60,89,46,0.9,3,37
2015-11-09,秋,163,中度污染,124,0,56,1.6,4,7
2015-11-10,秋,175,中度污染,132,0,55,1.6,4,5
2015-11-11,秋,137,轻度污染,104,0,55,1.9,4,11
2015-11-12,秋,205,重度污染,155,136,60,2.5,6,3
2015-11-13,秋,258,重度污染,208,188,70,3.1,15,4
2015-11-14,秋,324,严重污染,274,298,83,3.6,17,11
2015-11-15,秋,246,重度污染,196,0,70,3.2,13,31
2015-11-16,秋,79,良,58,85,52,1.5,10,18
2015-11-17,秋,82,良,60,86,45,1.5,7,21
2015-11-18,秋,92,良,68,90,45,1.1,7,9
2015-11-19,秋,102,轻度污染,76,0,45,1.7,4,2
2015-11-20,秋,88,良,65,0,43,2.3,9,3
2015-11-21,秋,60,良,43,0,41,2.1,7,4
2015-11-22,秋,69,良,50,0,39,1.0,7,33
2015-11-23,秋,39,优,27,37,28,0.7,10,51
2015-11-24,秋,65,良,45,0,52,1.1,8,41
2015-11-25,秋,69,良,50,22,37,1.1,9,52
2015-11-26,秋,55,良,38,60,37,0.9,11,56
2015-11-27,秋,264,重度污染,214,245,93,2.9,36,15
2015-11-28,秋,308,严重污染,258,254,102,4.0,44,13
2015-11-29,秋,302,严重污染,252,0,108,4.9,38,21
2015-11-30,秋,450,严重污染,343,550,124,6.0,24,11
2015-12-01,冬,476,严重污染,464,454,133,7.9,35,9
2015-12-02,冬,24,优,7,22,16,0.3,3,47
2015-12-03,冬,33,优,10,33,16,0.4,5,47
2015-12-04,冬,54,良,31,58,43,0.9,12,46
2015-12-05,冬,77,良,49,85,61,1.4,17,40
2015-12-06,冬,175,中度污染,132,162,88,2.8,32,11
2015-12-07,冬,230,重度污染,180,199,93,3.5,36,9
2015-12-08,冬,295,重度污染,245,246,92,4.3,20,7
2015-12-09,冬,294,重度污染,244,10,94,3.6,32,9
2015-12-10,冬,127,轻度污染,96,47,52,1.8,15,55
2015-12-11,冬,75,良,48,86,60,1.4,15,35
2015-12-12,冬,172,中度污染,130,174,86,2.8,23,12
2015-12-13,冬,229,重度污染,179,219,98,3.9,39,12
2015-12-14,冬,207,重度污染,157,27,75,2.7,16,44
2015-12-15,冬,28,优,7,13,16,0.4,3,56
2015-12-16,冬,23,优,8,14,18,0.5,4,45
2015-12-17,冬,84,良,62,91,62,1.6,18,26
2015-12-18,冬,80,良,58,85,64,1.8,18,35
2015-12-19,冬,168,中度污染,127,155,87,3.0,29,12
2015-12-20,冬,249,重度污染,199,194,101,3.6,27,10
2015-12-21,冬,280,重度污染,230,284,104,4.1,23,12
2015-12-22,冬,347,严重污染,297,427,103,5.3,29,10
2015-12-23,冬,305,严重污染,255,298,104,4.7,21,32
2015-12-24,冬,209,重度污染,159,275,80,2.7,18,40
2015-12-25,冬,485,严重污染,477,510,141,7.3,12,13
2015-12-26,冬,315,严重污染,265,381,102,4.9,9,10
2015-12-27,冬,75,良,49,100,53,1.2,13,24
2015-12-28,冬,149,轻度污染,114,175,79,2.3,23,16
2015-12-29,冬,329,严重污染,279,338,119,4.4,34,9
2015-12-30,冬,104,轻度污染,78,39,54,1.5,11,56
2015-12-31,冬,90,良,66,128,72,1.8,16,25
2016-01-01,冬,226,重度污染,176,199,106,3.4,33,12
2016-01-02,冬,316,严重污染,266,299,124,4.6,35,16
2016-01-03,冬,297,重度污染,247,296,83,3.5,20,22
2016-01-04,冬,53,良,37,23,33,0.9,6,59
2016-01-05,冬,63,良,34,76,38,0.9,11,50
2016-01-06,冬,44,优,25,40,35,0.9,10,54
2016-01-07,冬,35,优,13,22,28,0.6,6,54
2016-01-08,冬,54,良,35,55,43,0.9,13,51
2016-01-09,冬,102,轻度污染,76,102,74,1.9,23,26
2016-01-10,冬,69,良,46,61,55,1.5,20,35
2016-01-11,冬,32,优,11,22,25,0.6,6,59
2016-01-12,冬,38,优,14,27,30,0.7,8,55
2016-01-13,冬,62,良,26,48,49,1.0,14,47
2016-01-14,冬,98,良,73,98,73,1.9,27,40
2016-01-15,冬,132,轻度污染,100,127,84,2.6,33,25
2016-01-16,冬,162,中度污染,123,137,71,2.5,44,15
2016-01-17,冬,53,良,37,25,29,0.8,9,68
2016-01-18,冬,45,优,10,45,18,0.5,4,62
2016-01-19,冬,84,良,62,90,62,1.7,23,39
2016-01-20,冬,153,中度污染,117,141,78,3.4,56,11
2016-01-21,冬,173,中度污染,131,130,68,2.7,28,12
2016-01-22,冬,33,优,13,33,16,0.6,4,65
2016-01-23,冬,47,优,9,47,12,0.6,4,63
2016-01-24,冬,47,优,13,47,24,0.6,6,60
2016-01-25,冬,54,良,28,48,43,0.8,17,50
2016-01-26,冬,56,良,35,62,37,0.8,18,58
2016-01-27,冬,129,轻度污染,98,112,79,2.2,38,27
2016-01-28,冬,159,中度污染,121,139,80,2.3,44,37
2016-01-29,冬,84,良,62,80,55,1.8,36,28
2016-01-30,冬,69,良,50,65,48,1.3,21,40
2016-01-31,冬,38,优,18,26,30,0.6,10,66
2016-02-01,冬,40,优,13,24,32,0.6,9,68
2016-02-02,冬,62,良,29,40,49,0.9,16,55
2016-02-03,冬,69,良,35,48,55,1.2,19,43
2016-02-04,冬,36,优,13,24,23,0.5,8,71
2016-02-05,冬,38,优,10,32,16,0.4,6,76
2016-02-06,冬,45,优,31,45,36,0.8,14,70
2016-02-07,冬,69,良,50,85,38,0.9,23,74
2016-02-08,冬,238,重度污染,188,263,37,1.0,53,74
2016-02-09,冬,60,良,43,53,41,1.1,20,82
2016-02-10,冬,128,轻度污染,97,115,65,2.5,50,50
2016-02-11,冬,202,重度污染,152,168,68,3.0,42,26
2016-02-12,冬,192,中度污染,144,100,54,2.2,18,41
2016-02-13,冬,34,优,9,14,12,0.3,5,68
2016-02-14,冬,36,优,7,16,11,0.4,3,72
2016-02-15,冬,46,优,7,46,14,0.3,4,71
2016-02-16,冬,38,优,8,36,18,0.3,5,76
2016-02-17,冬,64,良,46,44,48,1.1,16,73
2016-02-18,冬,42,优,14,32,22,0.4,5,83
2016-02-19,冬,40,优,15,33,26,0.5,5,79
2016-02-20,冬,40,优,16,24,22,0.5,6,79
2016-02-21,冬,108,轻度污染,81,107,57,1.5,26,55
2016-02-22,冬,92,良,68,74,40,1.1,16,80
2016-02-23,冬,41,优,11,18,17,0.4,5,81
2016-02-24,冬,49,优,26,49,35,0.7,9,70
2016-02-25,冬,45,优,25,44,36,0.7,10,61
2016-02-26,冬,55,良,36,60,40,0.8,14,69
2016-02-27,冬,45,优,22,35,36,0.6,9,71
2016-02-28,冬,48,优,31,48,33,0.8,7,79
2016-02-29,冬,53,良,35,47,42,0.7,12,70
2016-03-01,春,158,中度污染,120,136,85,1.9,30,50
2016-03-02,春,212,重度污染,162,190,110,2.5,32,62
2016-03-03,春,333,严重污染,283,283,119,3.5,46,50
2016-03-04,春,365,严重污染,315,414,113,4.3,47,22
2016-03-05,春,170,中度污染,58,290,23,0.4,3,78
2016-03-06,春,116,轻度污染,73,182,68,1.6,28,41
2016-03-07,春,70,良,34,89,33,0.9,10,84
2016-03-08,春,39,优,10,25,16,0.4,3,77
2016-03-09,春,37,优,10,26,16,0.4,4,73
2016-03-10,春,49,优,11,49,18,0.4,4,75
2016-03-11,春,51,良,24,52,36,0.6,8,76
2016-03-12,春,144,轻度污染,110,138,82,1.8,40,44
2016-03-13,春,48,优,30,48,32,0.6,9,92
2016-03-14,春,103,轻度污染,77,118,64,1.3,21,72
2016-03-15,春,190,中度污染,143,198,79,1.6,47,56
2016-03-16,春,300,重度污染,250,261,89,2.2,38,120
2016-03-17,春,338,严重污染,288,298,103,2.3,31,106
2016-03-18,春,227,重度污染,177,55,64,1.4,12,112
2016-03-19,春,88,良,65,113,44,1.0,17,76
2016-03-20,春,89,良,66,113,62,1.0,10,86
2016-03-21,春,163,中度污染,124,179,80,1.2,21,116
2016-03-22,春,138,轻度污染,105,207,75,1.4,25,68
2016-03-23,春,43,优,16,37,26,0.5,4,85
2016-03-24,春,44,优,13,24,31,0.4,3,87
2016-03-25,春,48,优,17,38,38,0.5,4,89
2016-03-26,春,45,优,12,29,27,0.4,4,90
2016-03-27,春,47,优,17,47,35,0.4,4,92
2016-03-28,春,123,轻度污染,70,195,66,0.8,16,77
2016-03-29,春,62,良,19,74,33,0.4,5,96
2016-03-30,春,63,良,30,76,42,0.6,9,93
2016-03-31,春,199,中度污染,149,239,73,1.4,33,118
2016-04-01,春,93,良,35,135,26,0.4,6,95
2016-04-02,春,43,优,9,28,16,0.2,3,86
2016-04-03,春,52,良,20,54,26,0.3,3,93
2016-04-04,春,103,轻度污染,77,114,48,0.6,12,121
2016-04-05,春,148,轻度污染,113,146,52,1.0,19,142
2016-04-06,春,192,中度污染,144,182,71,2.0,30,96
2016-04-07,春,108,轻度污染,81,112,43,1.0,4,90
2016-04-08,春,71,良,25,92,32,0.4,5,97
2016-04-09,春,148,轻度污染,73,245,55,0.7,11,95
2016-04-10,春,121,轻度污染,54,192,43,0.8,13,95
2016-04-11,春,77,良,41,103,42,0.6,9,89
2016-04-12,春,105,轻度污染,79,104,58,0.8,6,76
2016-04-13,春,158,中度污染,120,134,64,1.0,7,104
2016-04-14,春,76,良,32,101,28,0.3,4,108
2016-04-15,春,80,良,59,107,58,1.0,16,91
2016-04-16,春,46,优,16,35,16,0.3,2,91
2016-04-17,春,50,优,19,39,25,0.3,3,100
2016-04-18,春,98,良,73,104,65,1.3,20,64
2016-04-19,春,92,良,68,102,44,0.9,8,121
2016-04-20,春,127,轻度污染,96,165,58,0.9,7,124
2016-04-21,春,74,良,33,97,23,0.3,2,108
2016-04-22,春,54,良,23,58,30,0.3,4,97
2016-04-23,春,113,轻度污染,85,149,53,0.9,22,152
2016-04-24,春,119,轻度污染,90,141,34,0.7,14,172
2016-04-25,春,95,良,71,124,44,1.4,26,141
2016-04-26,春,120,轻度污染,91,134,62,1.1,9,115
2016-04-27,春,122,轻度污染,81,100,49,1.0,7,184
2016-04-28,春,168,中度污染,127,160,65,1.4,17,185
2016-04-29,春,209,重度污染,159,168,58,1.4,10,232
2016-04-30,春,234,重度污染,184,166,43,2.3,26,236
2016-05-01,春,82,良,50,103,20,0.5,2,138
2016-05-02,春,60,良,23,70,29,0.4,2,101
2016-05-03,春,68,良,29,59,49,0.5,4,121
2016-05-04,春,102,轻度污染,62,153,43,0.9,14,129
2016-05-05,春,116,轻度污染,57,182,13,0.2,2,100
2016-05-06,春,74,良,23,55,29,0.3,3,128
2016-05-07,春,97,良,60,103,44,0.7,15,156
2016-05-08,春,64,良,36,64,39,0.5,4,116
2016-05-09,春,100,良,43,76,36,0.5,4,160
2016-05-10,春,200,中度污染,150,166,36,1.1,12,177
2016-05-11,春,62,良,34,45,28,0.5,3,114
2016-05-12,春,73,良,32,60,43,0.6,6,127
2016-05-13,春,58,良,41,33,35,0.5,3,84
2016-05-14,春,49,优,34,33,36,0.5,2,87
2016-05-15,春,75,良,24,59,43,0.5,3,129
2016-05-16,春,162,中度污染,58,104,52,0.6,11,227
2016-05-17,春,134,轻度污染,61,101,35,0.5,9,197
2016-05-18,春,184,中度污染,86,118,38,0.8,15,249
2016-05-19,春,171,中度污染,88,110,49,1.1,20,236
2016-05-20,春,150,轻度污染,68,83,47,0.8,18,215
2016-05-21,春,142,轻度污染,49,87,51,0.7,8,206
2016-05-22,春,95,良,61,106,45,0.9,14,153
2016-05-23,春,75,良,19,44,28,0.4,3,129
2016-05-24,春,66,良,13,31,25,0.3,3,119
2016-05-25,春,63,良,22,61,31,0.3,2,115
2016-05-26,春,122,轻度污染,48,104,50,0.6,12,184
2016-05-27,春,138,轻度污染,48,87,38,0.7,10,201
2016-05-28,春,95,良,33,76,30,0.5,5,153
2016-05-29,春,204,重度污染,82,147,51,1.1,16,283
2016-05-30,春,138,轻度污染,45,115,36,0.8,11,201
2016-05-31,春,108,轻度污染,37,73,42,0.7,6,168
2016-06-01,夏,156,中度污染,53,88,51,0.8,9,221
2016-06-02,夏,160,中度污染,82,125,61,1.2,21,225
2016-06-03,夏,179,中度污染,87,127,38,0.9,16,244
2016-06-04,夏,161,中度污染,71,98,38,0.9,14,226
2016-06-05,夏,189,中度污染,87,119,32,0.9,7,254
2016-06-06,夏,127,轻度污染,60,0,25,0.8,2,189
2016-06-07,夏,170,中度污染,129,129,36,1.2,3,223
2016-06-08,夏,153,中度污染,106,140,33,1.0,7,218
2016-06-09,夏,123,轻度污染,52,32,20,0.6,2,185
2016-06-10,夏,64,良,12,30,25,0.4,2,116
2016-06-11,夏,146,轻度污染,71,100,33,1.0,7,210
2016-06-12,夏,96,良,47,0,28,0.6,2,155
2016-06-13,夏,50,优,35,44,26,0.6,2,95
2016-06-14,夏,92,良,19,40,30,0.5,2,150
2016-06-15,夏,90,良,26,59,47,0.6,2,148
2016-06-16,夏,59,良,24,56,47,0.6,2,103
2016-06-17,夏,145,轻度污染,42,72,44,0.7,4,209
2016-06-18,夏,149,轻度污染,65,98,39,0.8,5,213
2016-06-19,夏,166,中度污染,85,101,28,1.0,5,231
2016-06-20,夏,175,中度污染,85,89,30,0.9,2,240
2016-06-21,夏,150,轻度污染,56,85,32,0.7,2,214
2016-06-22,夏,117,轻度污染,76,102,38,1.1,6,178
2016-06-23,夏,70,良,13,30,30,0.6,2,123
2016-06-24,夏,59,良,18,38,32,0.4,2,110
2016-06-25,夏,140,轻度污染,41,77,42,0.5,5,203
2016-06-26,夏,98,良,60,88,39,0.7,7,157
2016-06-27,夏,98,良,73,0,32,0.7,2,118
2016-06-28,夏,145,轻度污染,111,0,33,0.9,2,166
2016-06-29,夏,130,轻度污染,60,57,33,0.7,2,192
2016-06-30,夏,82,良,14,32,25,0.4,2,138
2016-07-01,夏,119,轻度污染,47,71,38,0.7,3,180
